date,hour,USD_per_MWh,wind Hatchet MWh
1/31/2018,730,23.18465,0.206655
1/31/2018,731,21.88323,0.00442625
1/31/2018,732,21.10786,0
1/31/2018,733,19.39845,0
1/31/2018,734,20.18931,0
1/31/2018,735,21.09399,0
1/31/2018,736,25.81009,0
1/31/2018,737,35.10638,0
1/31/2018,738,47.33975,0
1/31/2018,739,46.39927,0
1/31/2018,740,42.00685,0
1/31/2018,741,40.66586,0
1/31/2018,742,37.4764,0
1/31/2018,743,33.37144,0
1/31/2018,744,30.55863,0.295075
2/1/2018,745,27.33867,0
2/1/2018,746,26.75684,1.14765
2/1/2018,747,25.99536,0.7202
2/1/2018,748,25.7584,0.783861
2/1/2018,749,28.91115,0
2/1/2018,750,33.78736,0.122491
2/1/2018,751,39.70855,0.800854
2/1/2018,752,42.07716,0.0719471
2/1/2018,753,31.93744,0.432453
2/1/2018,754,26.51665,0.519043
2/1/2018,755,24.88971,0.475355
2/1/2018,756,23.6347,0.163328
2/1/2018,757,22.79417,0.612691
2/1/2018,758,22.87116,0.758129
2/1/2018,759,25.7827,0.840419
2/1/2018,760,29.19634,1.42049
2/1/2018,761,35.84319,1.9505
2/1/2018,762,45.67399,3.96549
2/1/2018,763,50.68787,4.90701
2/1/2018,764,43.35916,6.90987
2/1/2018,765,42.12029,7.73633
2/1/2018,766,37.84713,10.1301
2/1/2018,767,33.76789,9.85439
2/1/2018,768,29.15012,12.5439
2/2/2018,769,25.87365,13.5821
2/2/2018,770,25.95992,13.5748
2/2/2018,771,24.81716,10.7331
2/2/2018,772,24.00553,8.33656
2/2/2018,773,26.40845,8.89653
2/2/2018,774,30.67027,11.8432
2/2/2018,775,37.82785,10.9539
2/2/2018,776,37.76489,5.86508
2/2/2018,777,26.98013,0.730006
2/2/2018,778,20.25207,0
2/2/2018,779,18.80412,0
2/2/2018,780,16.09494,0
2/2/2018,781,14.21267,0.0382071
2/2/2018,782,16.06068,0.131731
